1731238861.754125 server started (23799): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1731238861.754137 on Linux 6.11.6-arch1-1 #1 SMP PREEMPT_DYNAMIC Fri, 01 Nov 2024 03:30:41 +0000
1731238861.754144 using libevent 2.1.12-stable poll
1731238861.754150 using utf8proc 2.9.0
1731238861.754152 using ncurses 6.5 20240427
1731238862.218812 utf8_from_data: (1 1  ) -> 41000020
1731238862.218815 utf8_from_data: (1 1  ) -> 41000020
1731238862.218818 utf8_from_data: (1 1  ) -> 41000020
1731238862.218822 utf8_from_data: (1 1  ) -> 41000020
1731238862.218825 utf8_from_data: (1 1  ) -> 41000020
1731238862.218828 utf8_from_data: (1 1  ) -> 41000020
1731238862.218832 utf8_from_data: (1 1  ) -> 41000020
1731238862.218835 utf8_from_data: (1 1  ) -> 41000020
1731238862.218838 utf8_from_data: (1 1  ) -> 41000020
1731238862.218841 utf8_from_data: (1 1  ) -> 41000020
1731238862.218844 utf8_from_data: (1 1  ) -> 41000020
1731238862.218848 utf8_from_data: (1 1  ) -> 41000020
1731238862.218851 utf8_from_data: (1 1  ) -> 41000020
1731238862.218854 utf8_from_data: (1 1  ) -> 41000020
1731238862.218858 utf8_from_data: (1 1  ) -> 41000020
1731238862.218861 utf8_from_data: (1 1  ) -> 41000020
1731238862.218864 utf8_from_data: (1 1  ) -> 41000020
1731238862.218867 utf8_from_data: (1 1  ) -> 41000020
1731238862.218871 utf8_from_data: (1 1  ) -> 41000020
1731238862.218899 utf8_from_data: (1 1  ) -> 41000020
1731238862.218903 utf8_from_data: (1 1  ) -> 41000020
1731238862.218907 utf8_from_data: (1 1  ) -> 41000020
1731238862.218910 utf8_from_data: (1 1  ) -> 41000020
1731238862.218913 utf8_from_data: (1 1  ) -> 41000020
1731238862.218916 utf8_from_data: (1 1  ) -> 41000020
1731238862.218920 utf8_from_data: (1 1  ) -> 41000020
1731238862.218923 utf8_from_data: (1 1  ) -> 41000020
1731238862.218926 utf8_from_data: (1 1  ) -> 41000020
1731238862.218929 utf8_from_data: (1 1  ) -> 41000020
1731238862.218932 utf8_from_data: (1 1  ) -> 41000020
1731238862.218939 utf8_from_data: (1 1  ) -> 41000020
1731238862.218942 utf8_from_data: (1 1  ) -> 41000020
1731238862.218946 utf8_from_data: (1 1  ) -> 41000020
1731238862.218949 utf8_from_data: (1 1  ) -> 41000020
1731238862.218952 utf8_from_data: (1 1  ) -> 41000020
1731238862.218955 utf8_from_data: (1 1  ) -> 41000020
1731238862.218958 utf8_from_data: (1 1  ) -> 41000020
1731238862.218962 utf8_from_data: (1 1  ) -> 41000020
1731238862.218965 utf8_from_data: (1 1  ) -> 41000020
1731238862.218968 utf8_from_data: (1 1  ) -> 41000020
1731238862.218971 utf8_from_data: (1 1  ) -> 41000020
1731238862.218974 utf8_from_data: (1 1  ) -> 41000020
1731238862.218977 utf8_from_data: (1 1  ) -> 41000020
1731238862.218981 utf8_from_data: (1 1  ) -> 41000020
1731238862.218984 utf8_from_data: (1 1  ) -> 41000020
1731238862.218987 utf8_from_data: (1 1  ) -> 41000020
1731238862.218990 utf8_from_data: (1 1  ) -> 41000020
1731238862.218993 utf8_from_data: (1 1  ) -> 41000020
1731238862.218996 utf8_from_data: (1 1  ) -> 41000020
1731238862.218999 utf8_from_data: (1 1  ) -> 41000020
1731238862.219003 utf8_from_data: (1 1  ) -> 41000020
1731238862.219006 utf8_from_data: (1 1  ) -> 41000020
1731238862.219009 utf8_from_data: (1 1  ) -> 41000020
1731238862.219012 utf8_from_data: (1 1  ) -> 41000020
1731238862.219015 utf8_from_data: (1 1  ) -> 41000020
1731238862.219018 utf8_from_data: (1 1  ) -> 41000020
1731238862.219022 utf8_from_data: (1 1  ) -> 41000020
1731238862.219025 utf8_from_data: (1 1  ) -> 41000020
1731238862.219028 utf8_from_data: (1 1  ) -> 41000020
1731238862.219031 utf8_from_data: (1 1  ) -> 41000020
1731238862.219034 utf8_from_data: (1 1  ) -> 41000020
1731238862.219037 utf8_from_data: (1 1  ) -> 41000020
1731238862.219041 utf8_from_data: (1 1  ) -> 41000020
1731238862.219044 utf8_from_data: (1 1  ) -> 41000020
1731238862.219047 utf8_from_data: (1 1  ) -> 41000020
1731238862.219050 utf8_from_data: (1 1  ) -> 41000020
1731238862.219053 utf8_from_data: (1 1  ) -> 41000020
1731238862.219057 utf8_from_data: (1 1  ) -> 41000020
1731238862.219060 utf8_from_data: (1 1  ) -> 41000020
1731238862.219063 utf8_from_data: (1 1  ) -> 41000020
1731238862.219066 utf8_from_data: (1 1  ) -> 41000020
1731238862.219069 utf8_from_data: (1 1  ) -> 41000020
1731238862.219073 utf8_from_data: (1 1  ) -> 41000020
1731238862.219076 utf8_from_data: (1 1  ) -> 41000020
1731238862.219079 utf8_from_data: (1 1  ) -> 41000020
1731238862.219082 utf8_from_data: (1 1  ) -> 41000020
1731238862.219085 utf8_from_data: (1 1  ) -> 41000020
1731238862.219088 utf8_from_data: (1 1  ) -> 41000020
1731238862.219092 utf8_from_data: (1 1  ) -> 41000020
1731238862.219095 utf8_from_data: (1 1  ) -> 41000020
1731238862.219098 utf8_from_data: (1 1  ) -> 41000020
1731238862.219101 utf8_from_data: (1 1  ) -> 41000020
1731238862.219104 utf8_from_data: (1 1  ) -> 41000020
1731238862.219108 utf8_from_data: (1 1  ) -> 41000020
1731238862.219111 utf8_from_data: (1 1  ) -> 41000020
1731238862.219114 utf8_from_data: (1 1  ) -> 41000020
1731238862.219117 utf8_from_data: (1 1  ) -> 41000020
1731238862.219120 utf8_from_data: (1 1  ) -> 41000020
1731238862.219123 utf8_from_data: (1 1  ) -> 41000020
1731238862.219127 utf8_from_data: (1 1  ) -> 41000020
1731238862.219130 utf8_from_data: (1 1  ) -> 41000020
1731238862.219133 utf8_from_data: (1 1  ) -> 41000020
1731238862.219136 utf8_from_data: (1 1  ) -> 41000020
1731238862.219139 utf8_from_data: (1 1  ) -> 41000020
1731238862.219142 utf8_from_data: (1 1  ) -> 41000020
1731238862.219146 utf8_from_data: (1 1  ) -> 41000020
1731238862.219149 utf8_from_data: (1 1  ) -> 41000020
1731238862.219152 utf8_from_data: (1 1  ) -> 41000020
1731238862.219155 utf8_from_data: (1 1  ) -> 41000020
1731238862.219158 utf8_from_data: (1 1  ) -> 41000020
1731238862.219162 utf8_from_data: (1 1  ) -> 41000020
1731238862.219165 utf8_from_data: (1 1  ) -> 41000020
1731238862.219168 utf8_from_data: (1 1  ) -> 41000020
1731238862.219171 utf8_from_data: (1 1  ) -> 41000020
1731238862.219174 utf8_from_data: (1 1  ) -> 41000020
1731238862.219181 utf8_from_data: (1 1  ) -> 41000020
1731238862.219184 utf8_from_data: (1 1  ) -> 41000020
1731238862.219188 utf8_from_data: (1 1  ) -> 41000020
1731238862.219191 utf8_from_data: (1 1  ) -> 41000020
1731238862.219194 utf8_from_data: (1 1  ) -> 41000020
1731238862.219197 utf8_from_data: (1 1  ) -> 41000020
1731238862.219200 utf8_from_data: (1 1  ) -> 41000020
1731238862.219204 utf8_from_data: (1 1  ) -> 41000020
1731238862.219207 utf8_from_data: (1 1  ) -> 41000020
1731238862.219210 utf8_from_data: (1 1  ) -> 41000020
1731238862.219213 utf8_from_data: (1 1  ) -> 41000020
1731238862.219218 utf8_from_data: (1 1  ) -> 41000020
1731238862.219221 utf8_from_data: (1 1  ) -> 41000020
1731238862.219224 utf8_from_data: (1 1  ) -> 41000020
1731238862.219228 utf8_from_data: (1 1  ) -> 41000020
1731238862.219231 utf8_from_data: (1 1  ) -> 41000020
1731238862.219234 utf8_from_data: (1 1  ) -> 41000020
1731238862.219237 utf8_from_data: (1 1  ) -> 41000020
1731238862.219240 utf8_from_data: (1 1  ) -> 41000020
1731238862.219243 utf8_from_data: (1 1  ) -> 41000020
1731238862.219247 utf8_from_data: (1 1  ) -> 41000020
1731238862.219250 utf8_from_data: (1 1  ) -> 41000020
1731238862.219253 utf8_from_data: (1 1  ) -> 41000020
1731238862.219256 utf8_from_data: (1 1  ) -> 41000020
1731238862.219259 utf8_from_data: (1 1  ) -> 41000020
1731238862.219263 utf8_from_data: (1 1  ) -> 41000020
1731238862.219266 utf8_from_data: (1 1  ) -> 41000020
1731238862.219269 utf8_from_data: (1 1  ) -> 41000020
1731238862.219272 utf8_from_data: (1 1  ) -> 41000020
1731238862.219275 utf8_from_data: (1 1  ) -> 41000020
1731238862.219279 utf8_from_data: (1 1  ) -> 41000020
1731238862.219282 utf8_from_data: (1 1  ) -> 41000020
1731238862.219285 utf8_from_data: (1 1  ) -> 41000020
1731238862.219288 utf8_from_data: (1 1  ) -> 41000020
1731238862.219291 utf8_from_data: (1 1  ) -> 41000020
1731238862.219294 utf8_from_data: (1 1  ) -> 41000020
1731238862.219298 utf8_from_data: (1 1  ) -> 41000020
1731238862.219301 utf8_from_data: (1 1  ) -> 41000020
1731238862.219304 utf8_from_data: (1 1  ) -> 41000020
1731238862.219307 utf8_from_data: (1 1  ) -> 41000020
1731238862.219310 utf8_from_data: (1 1  ) -> 41000020
1731238862.219314 utf8_from_data: (1 1  ) -> 41000020
1731238862.219317 utf8_from_data: (1 1  ) -> 41000020
1731238862.219320 utf8_from_data: (1 1  ) -> 41000020
1731238862.219323 utf8_from_data: (1 1  ) -> 41000020
1731238862.219326 utf8_from_data: (1 1  ) -> 41000020
1731238862.219329 utf8_from_data: (1 1  ) -> 41000020
1731238862.219333 utf8_from_data: (1 1  ) -> 41000020
1731238862.219336 utf8_from_data: (1 1  ) -> 41000020
1731238862.219339 utf8_from_data: (1 1  ) -> 41000020
1731238862.219342 utf8_from_data: (1 1  ) -> 41000020
1731238862.219345 utf8_from_data: (1 1  ) -> 41000020
1731238862.219348 utf8_from_data: (1 1  ) -> 41000020
1731238862.219352 utf8_from_data: (1 1  ) -> 41000020
1731238862.219355 utf8_from_data: (1 1  ) -> 41000020
1731238862.219358 utf8_from_data: (1 1  ) -> 41000020
1731238862.219361 utf8_from_data: (1 1  ) -> 41000020
1731238862.219365 utf8_from_data: (1 1  ) -> 41000020
1731238862.219368 utf8_from_data: (1 1  ) -> 41000020
1731238862.219371 utf8_from_data: (1 1  ) -> 41000020
1731238862.219374 utf8_from_data: (1 1  ) -> 41000020
1731238862.219377 utf8_from_data: (1 1  ) -> 41000020
1731238862.219380 utf8_from_data: (1 1  ) -> 41000020
1731238862.219383 utf8_from_data: (1 1  ) -> 41000020
1731238862.219387 utf8_from_data: (1 1  ) -> 41000020
1731238862.219390 utf8_from_data: (1 1  ) -> 41000020
1731238862.219393 utf8_from_data: (1 1  ) -> 41000020
1731238862.219396 utf8_from_data: (1 1  ) -> 41000020
1731238862.219399 utf8_from_data: (1 1  ) -> 41000020
1731238862.219402 utf8_from_data: (1 1  ) -> 41000020
1731238862.219405 utf8_from_data: (1 1  ) -> 41000020
1731238862.219409 utf8_from_data: (1 1  ) -> 41000020
1731238862.219412 utf8_from_data: (1 1  ) -> 41000020
1731238862.219415 utf8_from_data: (1 1  ) -> 41000020
1731238862.219418 utf8_from_data: (1 1  ) -> 41000020
1731238862.219422 utf8_from_data: (1 1  ) -> 41000020
1731238862.219428 utf8_from_data: (1 1  ) -> 41000020
1731238862.219432 utf8_from_data: (1 1  ) -> 41000020
1731238862.219435 utf8_from_data: (1 1  ) -> 41000020
1731238862.219438 utf8_from_data: (1 1  ) -> 41000020
1731238862.219441 utf8_from_data: (1 1  ) -> 41000020
1731238862.219445 utf8_from_data: (1 1  ) -> 41000020
1731238862.219448 utf8_from_data: (1 1  ) -> 41000020
1731238862.219451 utf8_from_data: (1 1  ) -> 41000020
1731238862.219454 utf8_from_data: (1 1  ) -> 41000020
1731238862.219457 utf8_from_data: (1 1  ) -> 41000020
1731238862.219460 utf8_from_data: (1 1  ) -> 41000020
1731238862.219464 utf8_from_data: (1 1  ) -> 41000020
1731238862.219467 utf8_from_data: (1 1  ) -> 41000020
1731238862.219470 utf8_from_data: (1 1  ) -> 41000020
1731238862.219473 utf8_from_data: (1 1  ) -> 41000020
1731238862.219476 utf8_from_data: (1 1  ) -> 41000020
1731238862.219480 utf8_from_data: (1 1  ) -> 41000020
1731238862.219483 utf8_from_data: (1 1  ) -> 41000020
1731238862.219486 utf8_from_data: (1 1  ) -> 41000020
1731238862.219489 utf8_from_data: (1 1  ) -> 41000020
1731238862.219492 utf8_from_data: (1 1  ) -> 41000020
1731238862.219496 utf8_from_data: (1 1  ) -> 41000020
1731238862.219499 utf8_from_data: (1 1  ) -> 41000020
1731238862.219502 utf8_from_data: (1 1  ) -> 41000020
1731238862.219505 utf8_from_data: (1 1  ) -> 41000020
1731238862.219508 utf8_from_data: (1 1  ) -> 41000020
1731238862.219512 utf8_from_data: (1 1  ) -> 41000020
1731238862.219515 utf8_from_data: (1 1  ) -> 41000020
1731238862.219518 utf8_from_data: (1 1  ) -> 41000020
1731238862.219521 utf8_from_data: (1 1  ) -> 41000020
1731238862.219524 utf8_from_data: (1 1  ) -> 41000020
1731238862.219527 utf8_from_data: (1 1  ) -> 41000020
1731238862.219530 utf8_from_data: (1 1  ) -> 41000020
1731238862.219534 utf8_from_data: (1 1  ) -> 41000020
1731238862.219537 utf8_from_data: (1 1  ) -> 41000020
1731238862.219540 utf8_from_data: (1 1  ) -> 41000020
1731238862.219543 utf8_from_data: (1 1  ) -> 41000020
1731238862.219547 utf8_from_data: (1 1  ) -> 41000020
1731238862.219550 utf8_from_data: (1 1  ) -> 41000020
1731238862.219553 utf8_from_data: (1 1  ) -> 41000020
1731238862.219556 utf8_from_data: (1 1  ) -> 41000020
1731238862.219559 utf8_from_data: (1 1  ) -> 41000020
1731238862.219562 utf8_from_data: (1 1  ) -> 41000020
1731238862.219566 utf8_from_data: (1 1  ) -> 41000020
1731238862.219569 utf8_from_data: (1 1  ) -> 41000020
1731238862.219572 utf8_from_data: (1 1  ) -> 41000020
1731238862.219575 utf8_from_data: (1 1  ) -> 41000020
1731238862.219578 utf8_from_data: (1 1  ) -> 41000020
1731238862.219582 utf8_from_data: (1 1  ) -> 41000020
1731238862.219585 utf8_from_data: (1 1  ) -> 41000020
1731238862.219588 utf8_from_data: (1 1  ) -> 41000020
1731238862.219591 utf8_from_data: (1 1  ) -> 41000020
1731238862.219594 utf8_from_data: (1 1  ) -> 41000020
1731238862.219598 utf8_from_data: (1 1  ) -> 41000020
1731238862.219601 utf8_from_data: (1 1  ) -> 41000020
1731238862.219604 utf8_from_data: (1 1  ) -> 41000020
1731238862.219607 utf8_from_data: (1 1  ) -> 41000020
1731238862.219610 utf8_from_data: (1 1  ) -> 41000020
1731238862.219614 utf8_from_data: (1 1  ) -> 41000020
1731238862.219617 utf8_from_data: (1 1  ) -> 41000020
1731238862.219620 utf8_from_data: (1 1  ) -> 41000020
1731238862.219623 utf8_from_data: (1 1  ) -> 41000020
1731238862.219626 utf8_from_data: (1 1  ) -> 41000020
1731238862.219630 utf8_from_data: (1 1  ) -> 41000020
1731238862.219633 utf8_from_data: (1 1  ) -> 41000020
1731238862.219636 utf8_from_data: (1 1  ) -> 41000020
1731238862.219639 utf8_from_data: (1 1  ) -> 41000020
1731238862.219643 utf8_from_data: (1 1  ) -> 41000020
1731238862.219646 utf8_from_data: (1 1  ) -> 41000020
1731238862.219649 utf8_from_data: (1 1  ) -> 41000020
1731238862.219652 utf8_from_data: (1 1  ) -> 41000020
1731238862.219655 utf8_from_data: (1 1  ) -> 41000020
1731238862.219658 utf8_from_data: (1 1  ) -> 41000020
1731238862.219662 utf8_from_data: (1 1  ) -> 41000020
1731238862.219665 utf8_from_data: (1 1  ) -> 41000020
1731238862.219668 utf8_from_data: (1 1  ) -> 41000020
1731238862.219675 utf8_from_data: (1 1  ) -> 41000020
1731238862.219678 utf8_from_data: (1 1  ) -> 41000020
1731238862.219681 utf8_from_data: (1 1  ) -> 41000020
1731238862.219685 utf8_from_data: (1 1  ) -> 41000020
1731238862.219688 utf8_from_data: (1 1  ) -> 41000020
1731238862.219691 utf8_from_data: (1 1  ) -> 41000020
1731238862.219694 utf8_from_data: (1 1  ) -> 41000020
1731238862.219698 utf8_from_data: (1 1  ) -> 41000020
1731238862.219701 utf8_from_data: (1 1  ) -> 41000020
1731238862.219704 utf8_from_data: (1 1  ) -> 41000020
1731238862.219707 utf8_from_data: (1 1  ) -> 41000020
1731238862.219710 utf8_from_data: (1 1  ) -> 41000020
1731238862.219713 utf8_from_data: (1 1  ) -> 41000020
1731238862.219717 utf8_from_data: (1 1  ) -> 41000020
1731238862.219720 utf8_from_data: (1 1  ) -> 41000020
1731238862.219723 utf8_from_data: (1 1  ) -> 41000020
1731238862.219726 utf8_from_data: (1 1  ) -> 41000020
1731238862.219729 utf8_from_data: (1 1  ) -> 41000020
1731238862.219733 utf8_from_data: (1 1  ) -> 41000020
1731238862.219736 utf8_from_data: (1 1  ) -> 41000020
1731238862.219739 utf8_from_data: (1 1  ) -> 41000020
1731238862.219742 utf8_from_data: (1 1  ) -> 41000020
1731238862.219745 utf8_from_data: (1 1  ) -> 41000020
1731238862.219748 utf8_from_data: (1 1  ) -> 41000020
1731238862.219752 utf8_from_data: (1 1  ) -> 41000020
1731238862.219755 utf8_from_data: (1 1  ) -> 41000020
1731238862.219758 utf8_from_data: (1 1  ) -> 41000020
1731238862.219761 utf8_from_data: (1 1  ) -> 41000020
1731238862.219764 utf8_from_data: (1 1  ) -> 41000020
1731238862.219767 utf8_from_data: (1 1  ) -> 41000020
1731238862.219771 utf8_from_data: (1 1  ) -> 41000020
1731238862.219774 utf8_from_data: (1 1  ) -> 41000020
1731238862.219777 utf8_from_data: (1 1  ) -> 41000020
1731238862.219780 utf8_from_data: (1 1  ) -> 41000020
1731238862.219784 utf8_from_data: (1 1  ) -> 41000020
1731238862.219787 utf8_from_data: (1 1  ) -> 41000020
1731238862.219790 utf8_from_data: (1 1  ) -> 41000020
1731238862.219795 utf8_from_data: (1 1  ) -> 41000020
1731238862.219798 utf8_from_data: (1 1  ) -> 41000020
1731238862.219801 utf8_from_data: (1 1  ) -> 41000020
1731238862.219805 utf8_from_data: (1 1  ) -> 41000020
1731238862.219808 utf8_from_data: (1 1  ) -> 41000020
1731238862.219811 utf8_from_data: (1 1  ) -> 41000020
1731238862.219814 utf8_from_data: (1 1  ) -> 41000020
1731238862.219817 utf8_from_data: (1 1  ) -> 41000020
1731238862.219821 utf8_from_data: (1 1  ) -> 41000020
1731238862.219824 utf8_from_data: (1 1  ) -> 41000020
1731238862.219827 utf8_from_data: (1 1  ) -> 41000020
1731238862.219830 utf8_from_data: (1 1  ) -> 41000020
1731238862.219833 utf8_from_data: (1 1  ) -> 41000020
1731238862.219837 utf8_from_data: (1 1  ) -> 41000020
1731238862.219840 utf8_from_data: (1 1  ) -> 41000020
1731238862.219843 utf8_from_data: (1 1  ) -> 41000020
1731238862.219846 utf8_from_data: (1 1  ) -> 41000020
1731238862.219849 utf8_from_data: (1 1  ) -> 41000020
1731238862.219853 utf8_from_data: (1 1  ) -> 41000020
1731238862.219856 utf8_from_data: (1 1  ) -> 41000020
1731238862.219859 utf8_from_data: (1 1  ) -> 41000020
1731238862.219862 utf8_from_data: (1 1  ) -> 41000020
1731238862.219865 utf8_from_data: (1 1  ) -> 41000020
1731238862.219869 utf8_from_data: (1 1  ) -> 41000020
1731238862.219872 utf8_from_data: (1 1  ) -> 41000020
1731238862.219875 utf8_from_data: (1 1  ) -> 41000020
1731238862.219878 utf8_from_data: (1 1  ) -> 41000020
1731238862.219882 utf8_from_data: (1 1  ) -> 41000020
1731238862.219885 utf8_from_data: (1 1  ) -> 41000020
1731238862.219888 utf8_from_data: (1 1  ) -> 41000020
1731238862.219891 utf8_from_data: (1 1  ) -> 41000020
1731238862.219894 utf8_from_data: (1 1  ) -> 41000020
1731238862.219897 utf8_from_data: (1 1  ) -> 41000020
1731238862.219901 utf8_from_data: (1 1  ) -> 41000020
1731238862.219904 utf8_from_data: (1 1  ) -> 41000020
1731238862.219907 utf8_from_data: (1 1  ) -> 41000020
1731238862.219910 utf8_from_data: (1 1  ) -> 41000020
1731238862.219913 utf8_from_data: (1 1  ) -> 41000020
1731238862.219917 utf8_from_data: (1 1  ) -> 41000020
1731238862.219923 utf8_from_data: (1 1  ) -> 41000020
1731238862.219927 utf8_from_data: (1 1  ) -> 41000020
1731238862.219930 utf8_from_data: (1 1  ) -> 41000020
1731238862.219934 utf8_from_data: (1 1  ) -> 41000020
1731238862.219937 utf8_from_data: (1 1  ) -> 41000020
1731238862.219940 utf8_from_data: (1 1  ) -> 41000020
1731238862.219943 utf8_from_data: (1 1  ) -> 41000020
1731238862.219946 utf8_from_data: (1 1  ) -> 41000020
1731238862.219949 utf8_from_data: (1 1  ) -> 41000020
1731238862.219953 utf8_from_data: (1 1  ) -> 41000020
1731238862.219956 utf8_from_data: (1 1  ) -> 41000020
1731238862.219959 utf8_from_data: (1 1  ) -> 41000020
1731238862.219962 utf8_from_data: (1 1  ) -> 41000020
1731238862.219966 utf8_from_data: (1 1  ) -> 41000020
1731238862.219969 utf8_from_data: (1 1  ) -> 41000020
1731238862.219972 utf8_from_data: (1 1  ) -> 41000020
1731238862.219975 utf8_from_data: (1 1  ) -> 41000020
1731238862.219978 utf8_from_data: (1 1  ) -> 41000020
1731238862.219982 utf8_from_data: (1 1  ) -> 41000020
1731238862.219985 utf8_from_data: (1 1  ) -> 41000020
1731238862.219988 utf8_from_data: (1 1  ) -> 41000020
1731238862.219991 utf8_from_data: (1 1  ) -> 41000020
1731238862.219994 utf8_from_data: (1 1  ) -> 41000020
1731238862.219997 utf8_from_data: (1 1  ) -> 41000020
1731238862.220001 utf8_from_data: (1 1  ) -> 41000020
1731238862.220004 utf8_from_data: (1 1  ) -> 41000020
1731238862.220007 utf8_from_data: (1 1  ) -> 41000020
1731238862.220010 utf8_from_data: (1 1  ) -> 41000020
1731238862.220014 utf8_from_data: (1 1  ) -> 41000020
1731238862.220017 utf8_from_data: (1 1  ) -> 41000020
1731238862.220020 utf8_from_data: (1 1  ) -> 41000020
1731238862.220023 utf8_from_data: (1 1  ) -> 41000020
1731238862.220026 utf8_from_data: (1 1  ) -> 41000020
1731238862.220029 utf8_from_data: (1 1  ) -> 41000020
1731238862.220033 utf8_from_data: (1 1  ) -> 41000020
1731238862.220036 utf8_from_data: (1 1  ) -> 41000020
1731238862.220039 utf8_from_data: (1 1  ) -> 41000020
1731238862.220042 utf8_from_data: (1 1  ) -> 41000020
1731238862.220045 utf8_from_data: (1 1  ) -> 41000020
1731238862.220049 utf8_from_data: (1 1  ) -> 41000020
1731238862.220052 utf8_from_data: (1 1  ) -> 41000020
